Order,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
40,162835,S. Handanovič,33,https://cdn.sofifa.org/players/4/19/162835.png,Slovenia,https://cdn.sofifa.org/flags/44.png,88,88,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€30M,€110K,1262,Right,3,2,1,Medium/ Medium,Normal,Yes,GK,1,1-Jul-12,,2021,6'4,203lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,10,36,12,12,12,14,34,16,51,55,47,83,36,22,78,41,71,19,25,22,12,41,23,69,25,10,13,87,86,69,89,89,€51M
41,1179,G. Buffon,40,https://cdn.sofifa.org/players/4/19/1179.png,Italy,https://cdn.sofifa.org/flags/27.png,88,88,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€4M,€77K,1334,Right,4,2,1,Medium/ Medium,Normal,Yes,GK,1,6-Jul-18,,2019,6'4,203lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,13,37,17,26,20,13,35,28,49,43,55,79,49,39,75,39,69,13,38,28,12,50,22,70,13,11,11,88,87,74,90,83,€7.4M
42,205600,S. Umtiti,24,https://cdn.sofifa.org/players/4/19/205600.png,France,https://cdn.sofifa.org/flags/18.png,87,92,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€57M,€205K,2147,Left,3,3,2,Medium/ High,Normal,Yes,CB,23,12-Jul-16,,2023,6'0,165lbs,70+3,70+3,70+3,69+3,69+3,69+3,69+3,69+3,69+3,69+3,69+3,70+3,73+3,73+3,73+3,70+3,80+3,81+3,81+3,81+3,80+3,81+3,84+3,84+3,84+3,81+3,69,51,79,81,70,69,72,62,73,77,71,73,68,82,66,83,89,78,84,74,81,87,58,58,61,82,90,89,86,15,10,14,12,15,€121.1M
43,201399,M. Icardi,25,https://cdn.sofifa.org/players/4/19/201399.png,Argentina,https://cdn.sofifa.org/flags/52.png,87,90,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€64.5M,€130K,1940,Right,3,4,3,Medium/ Low,Normal,Yes,ST,9,9-Jul-13,,2021,5'11,165lbs,84+3,84+3,84+3,76+3,81+3,81+3,81+3,76+3,76+3,76+3,76+3,74+3,68+3,68+3,68+3,74+3,54+3,53+3,53+3,53+3,54+3,52+3,51+3,51+3,51+3,52+3,46,91,91,73,85,77,58,45,54,81,77,78,76,88,76,84,94,72,76,70,56,22,92,64,82,85,45,24,20,13,9,5,7,9,€114.5M
44,201024,K. Koulibaly,27,https://cdn.sofifa.org/players/4/19/201024.png,Senegal,https://cdn.sofifa.org/flags/136.png,87,90,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€51M,€115K,1660,Right,3,3,2,High/ High,Normal,Yes,LCB,26,1-Jul-14,,2021,6'2,196lbs,52+3,52+3,52+3,51+3,52+3,52+3,52+3,51+3,52+3,52+3,52+3,55+3,58+3,58+3,58+3,55+3,71+3,75+3,75+3,75+3,71+3,75+3,84+3,84+3,84+3,75+3,30,19,81,66,14,66,28,28,56,60,68,75,50,80,40,55,81,71,94,15,87,88,24,43,33,78,91,88,86,7,11,7,13,5,€90.5M
45,195864,P. Pogba,25,https://cdn.sofifa.org/players/4/19/195864.png,France,https://cdn.sofifa.org/flags/18.png,87,91,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€64M,€210K,2247,Right,4,4,5,High/ Low,Normal,Yes,RDM,6,9-Aug-16,,2021,6'4,185lbs,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,83+3,83+3,83+3,83+3,84+3,84+3,84+3,83+3,77+3,78+3,78+3,78+3,77+3,75+3,74+3,74+3,74+3,75+3,80,73,73,86,85,87,84,82,90,90,71,79,74,81,64,90,83,88,89,81,78,66,81,87,81,87,66,70,68,5,6,2,4,3,€123.2M
46,193041,K. Navas,31,https://cdn.sofifa.org/players/4/19/193041.png,Costa Rica,https://cdn.sofifa.org/flags/72.png,87,87,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€30.5M,€195K,1345,Right,3,3,1,Medium/ Medium,Normal,Yes,GK,1,3-Aug-14,,2020,6'1,176lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,21,74,39,75,13,32,20,16,68,25,67,28,14,14,90,81,75,82,90,€62.5M
47,192505,R. Lukaku,25,https://cdn.sofifa.org/players/4/19/192505.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,89,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€62.5M,€230K,2031,Left,3,3,3,Medium/ Medium,Stocky,Yes,ST,9,10-Jul-17,,2022,6'3,207lbs,84+3,84+3,84+3,79+3,81+3,81+3,81+3,79+3,78+3,78+3,78+3,79+3,72+3,72+3,72+3,79+3,60+3,58+3,58+3,58+3,60+3,57+3,54+3,54+3,54+3,57+3,78,87,86,77,79,80,74,66,73,72,77,90,60,86,46,88,71,84,94,74,75,27,89,76,78,83,30,30,30,8,15,14,7,10,€120.3M
48,192387,C. Immobile,28,https://cdn.sofifa.org/players/4/19/192387.png,Italy,https://cdn.sofifa.org/flags/27.png,87,87,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€52M,€115K,2009,Right,3,4,3,High/ Medium,Normal,Yes,ST,17,27-Jul-16,,2023,6'1,187lbs,84+3,84+3,84+3,79+3,82+3,82+3,82+3,79+3,78+3,78+3,78+3,77+3,70+3,70+3,70+3,77+3,60+3,58+3,58+3,58+3,60+3,58+3,55+3,55+3,55+3,58+3,55,90,81,74,87,83,70,51,49,83,78,85,77,87,63,86,77,80,76,80,77,40,91,65,78,81,34,33,32,6,8,15,12,6,€88.4M
49,189332,Jordi Alba,29,https://cdn.sofifa.org/players/4/19/189332.png,Spain,https://cdn.sofifa.org/flags/45.png,87,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€38M,€250K,2230,Left,3,3,3,High/ Medium,Normal,Yes,LB,18,1-Jul-12,,2020,5'7,150lbs,76+3,76+3,76+3,81+3,79+3,79+3,79+3,81+3,79+3,79+3,79+3,82+3,79+3,79+3,79+3,82+3,84+3,80+3,80+3,80+3,84+3,84+3,78+3,78+3,78+3,84+3,87,73,70,84,60,80,80,63,74,84,93,93,90,83,85,64,81,91,61,66,75,84,79,70,59,79,72,84,85,13,15,13,6,13,€77.9M
50,175943,D. Mertens,31,https://cdn.sofifa.org/players/4/19/175943.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€45M,€135K,2043,Right,3,4,4,High/ Low,Normal,Yes,RF,14,1-Jul-13,,2020,5'7,134lbs,78+3,78+3,78+3,86+3,85+3,85+3,85+3,86+3,86+3,86+3,86+3,85+3,78+3,78+3,78+3,85+3,65+3,60+3,60+3,60+3,65+3,60+3,46+3,46+3,46+3,60+3,77,86,35,82,70,91,82,79,74,89,93,85,94,88,92,80,60,75,42,81,59,36,87,83,79,81,25,40,40,7,10,8,10,4,€76.5M
51,172871,J. Vertonghen,31,https://cdn.sofifa.org/players/4/19/172871.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,87,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€34M,€155K,2079,Left,3,3,3,High/ High,Normal,Yes,LCB,5,1-Jul-12,,2019,6'2,190lbs,69+3,69+3,69+3,68+3,69+3,69+3,69+3,68+3,70+3,70+3,70+3,70+3,74+3,74+3,74+3,70+3,79+3,81+3,81+3,81+3,79+3,80+3,84+3,84+3,84+3,80+3,68,56,80,79,52,71,58,73,74,76,61,65,61,84,60,80,85,75,79,66,84,89,60,68,66,83,90,87,88,6,10,9,12,7,€62.9M
52,171877,M. Hamšík,30,https://cdn.sofifa.org/players/4/19/171877.png,Slovakia,https://cdn.sofifa.org/flags/43.png,87,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€46.5M,€125K,2188,Right,3,5,3,High/ Medium,Normal,Yes,LCM,17,1-Jul-07,,2020,6'0,174lbs,81+3,81+3,81+3,82+3,83+3,83+3,83+3,82+3,84+3,84+3,84+3,82+3,84+3,84+3,84+3,82+3,77+3,78+3,78+3,78+3,77+3,75+3,72+3,72+3,72+3,75+3,78,79,74,88,79,86,80,72,83,87,69,68,76,88,66,82,71,84,67,83,56,72,88,86,70,84,75,73,62,8,6,4,14,14,€79.1M
53,168651,I. Rakitić,30,https://cdn.sofifa.org/players/4/19/168651.png,Croatia,https://cdn.sofifa.org/flags/10.png,87,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€46.5M,€260K,2184,Right,4,3,3,High/ High,Normal,Yes,RCM,4,1-Jul-14,,2021,6'0,172lbs,77+3,77+3,77+3,80+3,81+3,81+3,81+3,80+3,82+3,82+3,82+3,81+3,84+3,84+3,84+3,81+3,77+3,79+3,79+3,79+3,77+3,75+3,70+3,70+3,70+3,75+3,84,83,58,87,80,84,88,84,90,87,66,59,72,77,66,84,39,84,66,90,67,75,79,86,82,81,72,74,70,14,11,12,5,9,€95.3M
54,152729,Piqué,31,https://cdn.sofifa.org/players/4/19/152729.png,Spain,https://cdn.sofifa.org/flags/45.png,87,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€34M,€240K,1950,Right,4,3,2,High/ Medium,Normal,Yes,RCB,3,1-Jul-08,,2022,6'4,187lbs,68+3,68+3,68+3,64+3,66+3,66+3,66+3,64+3,67+3,67+3,67+3,66+3,73+3,73+3,73+3,66+3,75+3,81+3,81+3,81+3,75+3,77+3,83+3,83+3,83+3,77+3,57,64,83,81,57,59,58,43,80,78,49,60,58,84,36,62,74,65,83,51,72,88,58,62,69,86,91,86,84,10,11,14,15,8,€69.7M
55,222492,L. Sané,22,https://cdn.sofifa.org/players/4/19/222492.png,Germany,https://cdn.sofifa.org/flags/21.png,86,92,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€61M,€195K,2090,Left,2,3,4,High/ Medium,Lean,Yes,LW,19,2-Aug-16,,2021,6'0,165lbs,82+2,82+2,82+2,84+2,84+2,84+2,84+2,84+2,82+2,82+2,82+2,83+2,74+2,74+2,74+2,83+2,65+2,59+2,59+2,59+2,65+2,61+2,52+2,52+2,52+2,61+2,83,81,72,79,85,88,82,68,64,85,93,96,88,81,81,86,64,79,70,78,61,34,84,82,71,78,36,32,35,8,12,9,9,14,€125.1M
56,218667,Bernardo Silva,23,https://cdn.sofifa.org/players/4/19/218667.png,Portugal,https://cdn.sofifa.org/flags/38.png,86,91,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€59.5M,€180K,2039,Left,2,3,4,High/ Medium,Lean,Yes,RW,11,1-Jul-17,,2022,5'8,141lbs,75+2,75+2,75+2,84+2,82+2,82+2,82+2,84+2,84+2,84+2,84+2,84+2,80+2,80+2,80+2,84+2,68+2,65+2,65+2,65+2,68+2,63+2,53+2,53+2,53+2,63+2,85,75,51,85,69,92,83,67,79,91,84,74,90,82,88,70,50,78,48,72,58,49,83,86,68,85,49,44,35,9,10,14,12,9,€114.5M
57,210257,Ederson,24,https://cdn.sofifa.org/players/4/19/210257.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,90,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€41.5M,€125K,1463,Left,2,3,1,Medium/ Medium,Normal,Yes,GK,31,1-Jul-17,,2025,6'2,190lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,14,56,18,23,15,20,58,37,64,63,60,86,48,42,58,41,68,18,35,25,20,67,17,70,28,15,8,85,80,91,82,87,€79.9M
58,208722,S. Mané,26,https://cdn.sofifa.org/players/4/19/208722.png,Senegal,https://cdn.sofifa.org/flags/136.png,86,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€52M,€195K,2110,Right,3,4,4,High/ Medium,Lean,Yes,LM,10,1-Jul-16,,2023,5'9,152lbs,81+3,81+3,81+3,84+3,84+3,84+3,84+3,84+3,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,66+3,63+3,63+3,63+3,66+3,62+3,55+3,55+3,55+3,62+3,73,84,62,79,71,87,74,64,71,86,95,93,91,86,86,82,75,84,67,74,73,35,87,82,71,80,42,42,38,10,10,15,7,14,€102.7M
59,203376,V. van Dijk,26,https://cdn.sofifa.org/players/4/19/203376.png,Netherlands,https://cdn.sofifa.org/flags/34.png,86,88,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€44.5M,€165K,2046,Right,3,3,2,Medium/ Medium,Normal,Yes,LCB,4,1-Jan-18,,2023,6'4,203lbs,68+3,68+3,68+3,65+3,66+3,66+3,66+3,65+3,67+3,67+3,67+3,67+3,71+3,71+3,71+3,67+3,76+3,80+3,80+3,80+3,76+3,78+3,85+3,85+3,85+3,78+3,53,52,82,76,45,70,60,70,78,73,74,77,61,85,49,81,85,71,92,64,81,86,41,59,62,83,88,89,84,13,10,13,11,11,€87.9M
60,202652,R. Sterling,23,https://cdn.sofifa.org/players/4/19/202652.png,England,https://cdn.sofifa.org/flags/14.png,86,89,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€56.5M,€195K,2036,Right,3,3,4,High/ Medium,Lean,Yes,RW,10,14-Jul-15,,2023,5'7,152lbs,76+3,76+3,76+3,84+3,83+3,83+3,83+3,84+3,83+3,83+3,83+3,84+3,77+3,77+3,77+3,84+3,69+3,63+3,63+3,63+3,69+3,66+3,52+3,52+3,52+3,66+3,77,77,38,84,67,88,70,63,69,87,95,92,93,87,93,73,57,78,52,73,38,30,87,77,69,77,47,58,54,15,12,12,15,9,€108.8M
61,201942,Roberto Firmino,26,https://cdn.sofifa.org/players/4/19/201942.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€53M,€195K,2187,Right,3,4,4,High/ High,Lean,Yes,CAM,9,6-Jul-15,,2023,5'11,168lbs,83+3,83+3,83+3,83+3,84+3,84+3,84+3,83+3,84+3,84+3,84+3,83+3,82+3,82+3,82+3,83+3,72+3,73+3,73+3,73+3,72+3,69+3,67+3,67+3,67+3,69+3,72,87,77,86,81,87,80,65,75,88,78,77,80,86,81,81,81,90,74,76,73,58,87,85,72,87,60,64,42,8,11,9,6,10,€104.7M
62,201535,R. Varane,25,https://cdn.sofifa.org/players/4/19/201535.png,France,https://cdn.sofifa.org/flags/18.png,86,91,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€50M,€210K,1895,Right,3,3,2,Medium/ High,Lean,Yes,RCB,4,1-Jul-11,,2022,6'3,179lbs,62+3,62+3,62+3,61+3,63+3,63+3,63+3,61+3,64+3,64+3,64+3,64+3,69+3,69+3,69+3,64+3,75+3,79+3,79+3,79+3,75+3,78+3,83+3,83+3,83+3,78+3,36,40,83,75,42,57,46,54,76,77,83,85,63,83,40,52,79,73,84,53,77,82,44,56,43,82,87,88,87,11,11,9,5,14,€106.3M
63,199556,M. Verratti,25,https://cdn.sofifa.org/players/4/19/199556.png,Italy,https://cdn.sofifa.org/flags/27.png,86,89,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€55M,€135K,2149,Right,3,4,4,Medium/ High,Normal,Yes,LCM,6,18-Jul-12,,2021,5'5,132lbs,69+3,69+3,69+3,78+3,77+3,77+3,77+3,78+3,81+3,81+3,81+3,80+3,84+3,84+3,84+3,80+3,80+3,83+3,83+3,83+3,80+3,78+3,76+3,76+3,76+3,78+3,72,60,55,90,64,90,73,64,89,88,69,62,87,85,94,56,64,77,52,58,89,84,71,87,64,93,78,83,80,12,12,15,15,10,€105.9M
64,191043,Alex Sandro,27,https://cdn.sofifa.org/players/4/19/191043.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€36.5M,€160K,2198,Left,3,3,3,High/ High,Normal,Yes,LB,12,21-Aug-15,,2020,5'11,176lbs,74+3,74+3,74+3,77+3,75+3,75+3,75+3,77+3,76+3,76+3,76+3,78+3,77+3,77+3,77+3,78+3,83+3,81+3,81+3,81+3,83+3,83+3,81+3,81+3,81+3,83+3,84,55,76,81,68,80,78,59,71,81,83,86,79,84,78,80,79,92,79,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5,€60.2M
65,190483,Douglas Costa,27,https://cdn.sofifa.org/players/4/19/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€46.5M,€175K,2111,Left,3,3,5,High/ Medium,Normal,Yes,LM,11,1-Jul-18,,2022,5'8,154lbs,77+3,77+3,77+3,85+3,83+3,83+3,83+3,85+3,84+3,84+3,84+3,84+3,78+3,78+3,78+3,84+3,69+3,63+3,63+3,63+3,69+3,64+3,53+3,53+3,53+3,64+3,84,67,50,84,76,92,84,78,68,91,97,93,93,84,91,86,61,78,63,80,55,48,76,84,77,84,45,38,34,13,15,9,12,5,€76.7M
66,189596,T. Müller,28,https://cdn.sofifa.org/players/4/19/189596.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€45M,€135K,2097,Right,4,4,3,High/ High,Lean,Yes,CAM,13,10-Aug-08,,2021,6'1,165lbs,82+3,82+3,82+3,81+3,82+3,82+3,82+3,81+3,82+3,82+3,82+3,81+3,79+3,79+3,79+3,81+3,68+3,66+3,66+3,66+3,68+3,66+3,59+3,59+3,59+3,66+3,79,87,82,83,84,75,81,59,72,82,73,75,75,91,72,78,81,87,68,80,57,58,92,85,60,83,44,41,44,6,7,11,14,14,€74.3M
67,189509,Thiago,27,https://cdn.sofifa.org/players/4/19/189509.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€45.5M,€130K,2190,Right,3,3,5,Medium/ Medium,Normal,Yes,CM,19,14-Jul-13,,2021,5'9,154lbs,75+3,75+3,75+3,82+3,81+3,81+3,81+3,82+3,84+3,84+3,84+3,82+3,84+3,84+3,84+3,82+3,76+3,77+3,77+3,77+3,76+3,73+3,67+3,67+3,67+3,73+3,72,69,54,90,90,90,85,77,87,90,78,69,90,84,86,75,75,75,59,79,57,78,79,86,75,85,67,63,65,6,11,7,9,13,€75.1M
68,188350,M. Reus,29,https://cdn.sofifa.org/players/4/19/188350.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€43.5M,€100K,2172,Right,4,4,4,High/ Medium,Lean,Yes,LM,11,1-Jul-12,,2023,5'11,157lbs,82+3,82+3,82+3,85+3,85+3,85+3,85+3,85+3,85+3,85+3,85+3,84+3,79+3,79+3,79+3,84+3,68+3,64+3,64+3,64+3,68+3,64+3,54+3,54+3,54+3,64+3,79,87,49,86,90,87,89,84,75,86,86,85,86,87,81,88,70,73,67,86,49,50,88,86,89,84,47,36,45,12,12,13,13,11,€74M
69,184432,Azpilicueta,28,https://cdn.sofifa.org/players/4/19/184432.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€35M,€175K,2114,Right,3,3,2,Medium/ Medium,Normal,Yes,RB,14,24-Aug-12,,2022,5'10,168lbs,67+3,67+3,67+3,71+3,70+3,70+3,70+3,71+3,72+3,72+3,72+3,74+3,77+3,77+3,77+3,74+3,83+3,83+3,83+3,83+3,83+3,84+3,83+3,83+3,83+3,84+3,81,46,76,81,51,69,68,58,80,77,76,76,72,88,73,68,76,87,71,60,82,89,62,74,66,78,88,90,86,13,9,10,6,5,€64.8M
70,184344,L. Bonucci,31,https://cdn.sofifa.org/players/4/19/184344.png,Italy,https://cdn.sofifa.org/flags/27.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€160K,1978,Right,3,3,2,Low/ High,Lean,Yes,RCB,19,2-Aug-18,,2023,6'3,187lbs,65+3,65+3,65+3,63+3,65+3,65+3,65+3,63+3,68+3,68+3,68+3,65+3,74+3,74+3,74+3,65+3,74+3,82+3,82+3,82+3,74+3,76+3,84+3,84+3,84+3,76+3,44,48,86,77,58,69,56,61,85,75,57,65,60,84,52,74,85,71,83,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4,€49.5M
71,184087,T. Alderweireld,29,https://cdn.sofifa.org/players/4/19/184087.png,Belgium,https://cdn.sofifa.org/flags/7.png,86,87,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€39M,€150K,2047,Right,3,3,2,Medium/ Medium,Normal,Yes,RCB,2,8-Jul-15,,2020,6'1,179lbs,66+3,66+3,66+3,65+3,66+3,66+3,66+3,65+3,68+3,68+3,68+3,68+3,75+3,75+3,75+3,68+3,78+3,82+3,82+3,82+3,78+3,79+3,84+3,84+3,84+3,79+3,64,45,82,79,38,62,63,69,85,74,61,66,60,86,50,78,84,74,79,65,80,87,58,67,58,81,90,91,86,16,6,14,16,14,€75.1M
72,180206,M. Pjanić,28,https://cdn.sofifa.org/players/4/19/180206.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€44M,€180K,2182,Right,3,4,3,Medium/ Medium,Normal,Yes,CDM,5,1-Jul-16,,2023,5'10,159lbs,72+3,72+3,72+3,79+3,78+3,78+3,78+3,79+3,81+3,81+3,81+3,80+3,83+3,83+3,83+3,80+3,78+3,80+3,80+3,80+3,78+3,76+3,73+3,73+3,73+3,76+3,80,60,60,89,72,86,86,92,85,89,66,66,77,84,79,78,61,78,66,82,70,78,70,88,79,86,75,74,70,7,7,13,7,8,€72.6M
73,177509,M. Benatia,31,https://cdn.sofifa.org/players/4/19/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€160K,1803,Right,3,3,2,Medium/ High,Normal,Yes,CB,4,26-Aug-14,,2020,6'2,207lbs,61+3,61+3,61+3,57+3,58+3,58+3,58+3,57+3,57+3,57+3,57+3,60+3,62+3,62+3,62+3,60+3,73+3,76+3,76+3,76+3,73+3,75+3,84+3,84+3,84+3,75+3,45,47,83,65,44,64,34,27,65,64,65,75,59,82,53,66,85,69,91,24,86,86,38,47,41,82,89,87,85,7,4,8,7,11,€49.5M
74,176635,M. Özil,29,https://cdn.sofifa.org/players/4/19/176635.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€43.5M,€190K,1911,Left,4,2,4,Medium/ Low,Lean,Yes,CAM,10,2-Sep-13,,2021,5'11,168lbs,75+3,75+3,75+3,82+3,81+3,81+3,81+3,82+3,84+3,84+3,84+3,82+3,78+3,78+3,78+3,82+3,57+3,56+3,56+3,56+3,57+3,52+3,40+3,40+3,40+3,52+3,83,73,54,89,80,84,84,77,82,90,72,69,79,84,70,70,48,69,57,75,48,24,83,91,67,82,24,16,19,6,14,10,6,14,€82.7M
75,135507,Fernandinho,33,https://cdn.sofifa.org/players/4/19/135507.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€18M,€185K,2183,Right,3,4,3,Medium/ High,Lean,Yes,CDM,25,1-Jul-13,,2020,5'10,148lbs,74+3,74+3,74+3,75+3,76+3,76+3,76+3,75+3,77+3,77+3,77+3,76+3,80+3,80+3,80+3,76+3,79+3,83+3,83+3,83+3,79+3,79+3,81+3,81+3,81+3,79+3,68,69,63,85,74,77,70,72,81,82,68,67,72,86,78,83,76,79,76,78,87,88,70,75,61,79,85,85,80,12,11,5,13,7,€33.3M
76,41,Iniesta,34,https://cdn.sofifa.org/players/4/19/41.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Vissel Kobe,https://cdn.sofifa.org/teams/2/light/101146.png,€21.5M,€21K,2058,Right,4,4,4,High/ Medium,Normal,Yes,LF,8,16-Jul-18,,2021,5'7,150lbs,74+3,74+3,74+3,82+3,81+3,81+3,81+3,82+3,85+3,85+3,85+3,82+3,83+3,83+3,83+3,82+3,71+3,73+3,73+3,73+3,71+3,68+3,63+3,63+3,63+3,68+3,77,70,54,90,74,90,80,70,85,92,70,67,79,86,84,65,47,55,58,71,58,66,81,93,71,89,67,57,56,6,13,6,13,7,€26.9M
77,232363,M. Škriniar,23,https://cdn.sofifa.org/players/4/19/232363.png,Slovakia,https://cdn.sofifa.org/flags/43.png,85,92,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€46.5M,€82K,1800,Right,1,4,2,Medium/ High,Normal,No,LCB,37,7-Jul-17,,2022,6'2,176lbs,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,60+2,65+2,65+2,65+2,60+2,73+2,78+2,78+2,78+2,73+2,76+2,83+2,83+2,83+2,76+2,40,42,80,70,40,59,34,30,68,67,70,73,48,81,48,50,78,77,83,30,86,86,30,57,56,80,92,88,82,10,13,12,8,12,€88.4M
78,223848,S. Milinković-Savić,23,https://cdn.sofifa.org/players/4/19/223848.png,Serbia,https://cdn.sofifa.org/flags/51.png,85,90,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€50.5M,€73K,2206,Right,2,4,4,High/ Medium,Normal,Yes,CM,21,6-Aug-15,,2023,6'3,168lbs,81+2,81+2,81+2,79+2,81+2,81+2,81+2,79+2,82+2,82+2,82+2,80+2,83+2,83+2,83+2,80+2,77+2,80+2,80+2,80+2,77+2,76+2,79+2,79+2,79+2,76+2,64,80,86,85,74,86,78,75,85,87,68,70,66,80,59,83,85,85,88,80,73,78,79,85,56,82,75,77,72,7,10,7,16,7,€89.6M
79,220834,Marco Asensio,22,https://cdn.sofifa.org/players/4/19/220834.png,Spain,https://cdn.sofifa.org/flags/45.png,85,92,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€54M,€215K,2050,Left,3,3,4,High/ Medium,Normal,Yes,RW,10,1-Jul-15,,2023,6'0,168lbs,79+3,79+3,79+3,83+3,83+3,83+3,83+3,83+3,83+3,83+3,83+3,83+3,79+3,79+3,79+3,83+3,66+3,63+3,63+3,63+3,66+3,62+3,51+3,51+3,51+3,62+3,82,82,50,83,79,86,83,76,82,85,85,82,79,82,76,86,58,76,61,88,45,45,82,84,62,83,40,42,39,13,9,6,12,10,€121.5M
80,216594,N. Fekir,24,https://cdn.sofifa.org/players/4/19/216594.png,France,https://cdn.sofifa.org/flags/18.png,85,89,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€50M,€92K,2102,Left,3,3,4,High/ Medium,Stocky,Yes,CAM,18,1-Jul-13,,2020,5'8,165lbs,79+3,79+3,79+3,84+3,83+3,83+3,83+3,84+3,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,62+3,60+3,60+3,60+3,62+3,57+3,50+3,50+3,50+3,57+3,83,82,49,83,77,90,81,79,75,89,79,79,90,80,91,84,69,80,82,82,73,28,81,81,81,89,31,37,25,15,9,8,14,15,€98.8M
