Order,PC1,PC2,Position,Zone,Name,Photo,Nationality,Club,Club Logo,Preferred Foot,Overall,Potential,ShortPassing,Volleys,Dribbling,FKAccuracy,LongPassing,SprintSpeed,Agility,ShotPower,Jumping,Stamina,Strength
459,-6.630309937,-1.107506424,RM,Midfield,Portu,https://cdn.sofifa.org/players/4/19/205070.png,Spain,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,Right,80,81,83,72,82,64,78,80,79,77,71,83,71
460,-3.606780855,-4.1561304,ST,Attack,M. Batshuayi,https://cdn.sofifa.org/players/4/19/204529.png,Belgium,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,80,84,64,85,78,46,36,76,75,81,80,66,78
461,-5.48022838,-3.732097105,LS,Attack,E. Zahavi,https://cdn.sofifa.org/players/4/19/204399.png,Israel,Guangzhou R&F; FC,https://cdn.sofifa.org/teams/2/light/112429.png,Right,80,80,78,77,81,78,69,72,88,79,74,74,68
462,19.26946806,-1.20090229,GK,GoalKeper,T. Vaclík,https://cdn.sofifa.org/players/4/19/204120.png,Czech Republic,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,Right,80,81,17,13,14,16,38,35,32,20,70,35,73
463,19.23515547,-1.225237185,GK,GoalKeper,N. Pope,https://cdn.sofifa.org/players/4/19/203841.png,England,Burnley,https://cdn.sofifa.org/teams/2/light/1796.png,Right,80,83,32,14,15,12,35,47,36,17,72,37,73
464,-5.348155132,1.101416148,RB,Defense,Héctor Bellerín,https://cdn.sofifa.org/players/4/19/203747.png,Spain,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Right,80,85,76,41,75,50,59,91,82,52,63,84,58
465,-5.027417396,2.627919914,RWB,Defense,P. Kade?ábek,https://cdn.sofifa.org/players/4/19/203605.png,Czech Republic,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,Right,80,81,77,57,76,52,69,78,66,66,69,86,79
466,18.44191134,-1.419983822,GK,GoalKeper,J. Butland,https://cdn.sofifa.org/players/4/19/203042.png,England,Stoke City,https://cdn.sofifa.org/teams/2/light/1806.png,Right,80,85,40,12,21,14,30,55,55,29,76,40,79
467,-0.353812475,6.099868908,CB,Defense,J. Vestergaard,https://cdn.sofifa.org/players/4/19/202849.png,Denmark,Southampton,https://cdn.sofifa.org/teams/2/light/17.png,Right,80,81,67,28,44,52,80,38,29,83,33,54,94
468,-2.796317362,4.500395944,RCB,Defense,J. Tarkowski,https://cdn.sofifa.org/players/4/19/202695.png,England,Burnley,https://cdn.sofifa.org/teams/2/light/1796.png,Right,80,83,73,40,66,57,72,63,58,63,82,69,81
469,-4.789688491,-5.822015463,RS,Attack,Deulofeu,https://cdn.sofifa.org/players/4/19/202477.png,Spain,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,Right,80,82,78,68,88,77,62,88,94,72,70,70,54
470,-4.865142557,4.251042196,CDM,Midfield,E. Dier,https://cdn.sofifa.org/players/4/19/202335.png,England,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,Right,80,84,77,51,65,74,78,68,52,82,77,78,89
471,-2.114802974,4.394350883,LCB,Defense,J. Murillo,https://cdn.sofifa.org/players/4/19/201377.png,Colombia,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,80,84,68,54,58,26,62,76,77,68,89,72,80
472,-5.6804896,1.963902739,CDM,Midfield,M. Badelj,https://cdn.sofifa.org/players/4/19/201144.png,Croatia,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,Right,80,80,82,66,72,58,82,56,68,72,58,79,71
473,-6.848893652,0.753906626,LB,Defense,Ismaily,https://cdn.sofifa.org/players/4/19/201119.png,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,Left,80,80,81,55,83,50,67,80,72,75,59,88,75
474,-5.310055677,1.612549196,LWB,Defense,N. Schulz,https://cdn.sofifa.org/players/4/19/200536.png,Germany,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,Left,80,81,78,49,79,42,70,86,76,65,60,79,76
475,-6.619969618,1.273223888,LB,Defense,L. Digne,https://cdn.sofifa.org/players/4/19/200458.png,France,Everton,https://cdn.sofifa.org/teams/2/light/7.png,Left,80,84,81,45,76,67,69,75,68,77,73,79,69
476,-4.796881642,-3.433140162,ST,Attack,M. Uth,https://cdn.sofifa.org/players/4/19/200318.png,Germany,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,Left,80,81,72,74,78,57,68,76,74,85,77,75,67
477,-4.795554582,-4.583699681,LM,Midfield,Cristian Tello,https://cdn.sofifa.org/players/4/19/200315.png,Spain,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Right,80,80,77,75,82,64,70,89,82,78,72,73,58
478,-2.101615663,4.610853415,LCB,Defense,D. Vida,https://cdn.sofifa.org/players/4/19/199206.png,Croatia,Be?ikta? JK,https://cdn.sofifa.org/teams/2/light/327.png,Right,80,80,66,36,53,35,60,80,64,54,79,76,77
479,-4.590281326,-5.198989508,ST,Attack,L. Muriel,https://cdn.sofifa.org/players/4/19/199110.png,Colombia,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,Right,80,81,75,75,85,60,55,89,85,80,62,74,80
480,-5.656568226,-3.399949724,ST,Attack,V. Aboubakar,https://cdn.sofifa.org/players/4/19/199069.png,Cameroon,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,Right,80,82,75,81,81,67,68,83,72,81,78,83,85
481,-7.594450314,-1.177092745,CM,Midfield,A. Oxlade-Chamberlain,https://cdn.sofifa.org/players/4/19/198784.png,England,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Right,80,85,80,58,84,60,75,85,81,80,69,82,72
482,-6.392542648,2.123756201,RB,Defense,S. Aurier,https://cdn.sofifa.org/players/4/19/197853.png,Ivory Coast,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,Right,80,83,78,47,76,30,72,78,73,71,94,77,74
483,-2.992894939,4.766229881,CB,Defense,J. Matip,https://cdn.sofifa.org/players/4/19/197061.png,Cameroon,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Right,80,82,77,50,65,22,74,69,55,66,66,73,77
484,-6.140465675,2.518255628,LCB,Defense,Y. Rakitskyi,https://cdn.sofifa.org/players/4/19/195861.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,Left,80,80,78,53,69,77,84,72,68,87,74,82,84
485,-4.706911508,-1.977422317,RS,Attack,Sergi Enrich,https://cdn.sofifa.org/players/4/19/194879.png,Spain,SD Eibar,https://cdn.sofifa.org/teams/2/light/467.png,Right,80,80,79,82,76,47,61,65,70,77,81,80,83
486,-5.898840861,-2.706320069,RM,Midfield,A. Yarmolenko,https://cdn.sofifa.org/players/4/19/194794.png,Ukraine,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,Left,80,80,78,74,86,75,74,76,73,83,61,60,76
487,-4.077377409,3.154625703,RB,Defense,Hugo Mallo,https://cdn.sofifa.org/players/4/19/194229.png,Spain,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,Right,80,81,71,28,69,38,68,71,77,74,82,91,69
488,-5.835718912,3.03547381,RB,Defense,André Almeida,https://cdn.sofifa.org/players/4/19/194022.png,Portugal,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,Right,80,80,78,45,75,42,75,66,66,70,77,84,78
489,-6.119121256,-2.068646642,CAM,Midfield,D. Didavi,https://cdn.sofifa.org/players/4/19/193886.png,Germany,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,Left,80,80,80,73,81,75,75,67,75,88,76,66,76
490,-7.157259537,0.82825834,LB,Defense,R. Rodríguez,https://cdn.sofifa.org/players/4/19/193352.png,Switzerland,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Left,80,83,78,67,76,84,78,73,73,78,73,77,75
491,-7.046382317,-1.16962108,LM,Midfield,R. Pereyra,https://cdn.sofifa.org/players/4/19/193061.png,Argentina,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,Right,80,80,82,73,84,72,75,76,75,68,65,77,63
492,-6.015710107,2.054769347,RB,Defense,Mario Gaspar,https://cdn.sofifa.org/players/4/19/192789.png,Spain,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,Right,80,80,77,77,73,54,69,80,68,81,73,77,79
493,-2.175392881,5.207176252,CB,Defense,Maicon,https://cdn.sofifa.org/players/4/19/191687.png,Brazil,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,Right,80,80,67,29,55,74,75,60,33,85,71,70,90
494,-6.405130375,1.973640875,LB,Defense,D. Blind,https://cdn.sofifa.org/players/4/19/190815.png,Netherlands,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,Left,80,80,83,62,73,62,83,53,72,68,72,83,74
495,18.4392576,-2.15370985,GK,GoalKeper,J. Zoet,https://cdn.sofifa.org/players/4/19/190778.png,Netherlands,PSV,https://cdn.sofifa.org/teams/2/light/247.png,Right,80,83,37,19,15,20,38,45,54,25,57,40,65
496,-5.054631724,-4.737669994,CAM,Midfield,A. Ljaji?,https://cdn.sofifa.org/players/4/19/190544.png,Serbia,Be?ikta? JK,https://cdn.sofifa.org/teams/2/light/327.png,Right,80,81,78,74,87,83,71,76,81,76,63,60,58
497,-4.089048575,-3.904796511,RCM,Midfield,Canales,https://cdn.sofifa.org/players/4/19/190286.png,Spain,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Left,80,80,84,63,81,79,70,62,69,71,36,55,56
498,-5.709177107,-4.838794088,RW,Midfield,Iago Falqué,https://cdn.sofifa.org/players/4/19/190264.png,Spain,Torino,https://cdn.sofifa.org/teams/2/light/54.png,Left,80,80,82,69,84,75,74,76,85,70,36,74,53
499,-3.908385594,-0.905559201,ST,Attack,L. de Jong,https://cdn.sofifa.org/players/4/19/189805.png,Netherlands,PSV,https://cdn.sofifa.org/teams/2/light/247.png,Right,80,80,76,83,66,66,64,57,58,84,81,83,84
